Ladekurvenmessung
Zeit: 2018_05_23 14.59.12
Info: T80, F27N, 2.14
Ladewiderstand[Ohm]: 10000000
Strkapazitt[pF]: 100.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 3000.000000
Verzgerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18	Kurve_19	Kurve_20	Kurve_21	Kurve_22	Kurve_23	Kurve_24	Kurve_25	Kurve_26	Kurve_27	Kurve_28	Kurve_29	Kurve_30	Kurve_31	Kurve_32	Kurve_33	Kurve_34	Kurve_35	Kurve_36	Kurve_37	Kurve_38	Kurve_39	Kurve_40	Kurve_41	Kurve_42	Kurve_43	Kurve_44	Kurve_45	Kurve_46	Kurve_47	Kurve_48	Kurve_49	Kurve_50	Kurve_51	Kurve_52	Kurve_53	Kurve_54	Kurve_55	Kurve_56	Kurve_57	Kurve_58	Kurve_59	Kurve_60	Kurve_61	Kurve_62	Kurve_63	Kurve_64	Kurve_65	Kurve_66	Kurve_67	Kurve_68	Kurve_69	Kurve_70	Kurve_71	Kurve_72	Kurve_73	Kurve_74	Kurve_75	Kurve_76	Kurve_77	Kurve_78	Kurve_79	Kurve_80	Kurve_81	Kurve_82	Kurve_83	Kurve_84	Kurve_85	Kurve_86	Kurve_87	Kurve_88	Kurve_89	Kurve_90	Kurve_91	Kurve_92	Kurve_93	Kurve_94	Kurve_95	Kurve_96	Kurve_97	Kurve_98	Kurve_99	Kurve_100
10	0.006556	0.00409	0.004255	0.00294	0.001296	0.000803	-0.001991	-1.9e-05	0.002118	0.00031	0.003433	-0.001991	0.002282	0.001625	0.002447	-0.000676	-0.001662	-0.000183	-1.9e-05	0.000639	0.000803	0.001789	-0.000841	-0.000347	-0.001169	-0.001662	-0.000183	-0.000183	-0.001005	0.00146	-0.001005	-1.9e-05	-0.001498	0.003597	0.000146	0.000967	0.001625	0.003104	-0.001334	-0.000347	-0.001005	-0.001827	0.001625	0.001789	-0.001991	-0.005771	0.001625	0.001789	-0.001334	0.001625	0.002118	0.000803	0.001296	0.00031	-0.000183	-0.001005	0.002611	-0.000183	-1.9e-05	-0.002484	-0.001169	-0.001827	0.000803	0.002118	0.000967	0.001625	0.001132	-0.001498	-1.9e-05	0.001132	0.002118	0.001954	0.002282	0.003268	-0.000347	0.002118	0.002447	0.006062	0.006227	0.003926	0.007542	0.008199	0.006556	0.007049	0.006556	0.008692	0.008035	0.008035	0.007377	0.028744	0.011486	0.011486	0.007213	0.010664	0.008692	0.0105	0.011815	0.010829	0.001296	0.008857
11	0.008199	0.005241	0.001789	0.003761	-0.000347	-0.001827	-0.002648	0.000474	0.000639	0.000967	0.000967	-0.001498	0.00031	0.001789	0.003104	-0.001827	-0.002813	0.000803	0.001132	0.001625	0.00031	-0.000512	-0.000676	-0.000183	0.000146	0.00031	0.001789	0.001132	-0.000841	0.001296	-0.001169	-0.000512	0.00031	0.001296	0.000146	-1.9e-05	0.00031	0.003926	0.000803	-0.001498	0.000146	-0.002484	0.00031	0.000639	-0.001005	-0.005936	0.001789	0.000967	0.00031	-0.001991	0.002775	0.001954	-0.001334	0.000967	-0.000512	-0.000676	0.001296	-0.001662	-0.000183	-0.001005	-0.000512	-0.000183	0.001954	-0.001169	0.00294	0.001296	0.00031	0.001789	-1.9e-05	0.000967	-0.000512	-0.001498	0.003268	0.002447	0.003761	0.001625	0.00294	0.004912	0.004419	0.002447	0.005076	0.008199	0.010171	0.006227	0.007049	0.008199	0.006227	0.008528	0.009021	0.029072	0.006227	0.00935	0.006884	0.009021	0.008035	0.010336	0.010664	0.00787	0.00031	0.010664
12	0.007377	0.003761	0.001789	0.00031	0.001132	0.000639	0.00031	0.000803	0.000474	0.000146	0.00031	-0.001334	-0.001498	0.000639	0.002775	-0.000183	-0.001991	-0.001827	-0.000347	0.002282	0.000474	0.001296	0.000146	-0.001169	-0.001498	-0.001005	0.001625	-0.000347	-0.000183	-0.001827	0.001789	-0.000183	-0.001334	0.000146	-0.000347	0.000474	0.000639	0.001296	0.00146	0.000967	-0.001662	-0.001334	0.001296	0.001625	-0.001662	-0.003306	0.000967	0.00031	0.001132	-0.001827	0.001954	-0.000512	0.00031	0.000967	0.001954	-0.001169	0.00294	-0.000676	0.000474	-0.000183	0.00146	-0.002648	0.00146	0.000639	0.004748	0.000803	-0.000183	0.000474	-0.000512	0.000639	0.001954	0.002282	0.000639	0.00146	0.001296	0.004748	0.002447	0.005898	0.005898	0.00294	0.007213	0.007377	0.008035	0.009514	0.007706	0.008199	0.007377	0.008035	0.006391	0.027922	0.008363	0.010829	0.00935	0.008857	0.008857	0.010007	0.011322	0.009185	0.001625	0.009843
13	0.008035	0.003926	0.001954	0.001789	0.002447	-0.000676	-0.000841	0.00146	0.000639	0.000803	-0.001005	-0.001498	-0.000841	0.002775	0.002118	-0.00232	-0.003799	0.000639	-0.001334	0.001296	-0.001498	0.001296	-0.001498	0.001296	0.00031	-0.000512	0.003433	0.000474	-0.000183	0.002775	0.000146	0.000639	-0.001169	0.004748	-1.9e-05	0.000474	-0.002977	0.00146	0.00031	0.00146	-0.001498	-0.001498	-0.000347	0.000474	-1.9e-05	-0.006593	0.002118	0.000474	-0.000347	-0.000512	0.000803	-0.000347	0.000639	0.000639	-0.00347	-0.000676	0.001132	-0.00232	0.000803	-0.002813	0.00146	-1.9e-05	0.001132	-0.000347	0.00294	-0.000347	0.001132	-0.002484	-0.001991	0.000639	-0.000676	0.002447	0.00294	0.000146	0.002775	0.000803	0.002775	0.005405	0.002447	0.00294	0.006884	0.008035	0.009021	0.008035	0.007542	0.008035	0.007377	0.008857	0.007706	0.027593	0.008857	0.010993	0.005076	0.007377	0.007049	0.006884	0.012144	0.009843	-0.000841	0.009514
14	0.006227	0.001954	0.002611	0.001296	0.001296	0.000967	-0.001827	-0.001005	0.00031	0.002447	0.002118	-0.000512	-0.000183	0.001296	0.002775	0.000967	-0.000841	-0.000183	-0.000676	0.000803	-0.000841	0.001132	0.002447	0.000639	-1.9e-05	-0.000512	0.000803	-0.001005	-0.001991	-0.000347	0.002611	-0.000347	-0.001498	-0.001334	-0.001498	0.00031	-0.001005	0.002447	-0.001005	-0.0061	-0.000841	-0.001169	0.002447	0.000967	-0.000183	-0.005114	-0.001169	0.000803	-0.000347	-0.001169	0.001625	0.000639	-0.001005	-0.001169	-0.001827	-0.001005	0.001789	-0.001498	-0.000841	-0.000512	-0.000841	0.000146	-0.008237	0.00031	0.003104	0.003104	-0.000183	0.00146	0.000474	0.001625	0.000803	0.000146	0.005241	0.003761	0.001625	0.001296	0.003268	0.006556	0.003597	0.003761	0.005898	0.007706	0.010829	0.00672	0.008528	0.007213	0.007706	0.008035	0.007213	0.029072	0.007049	0.009843	0.009185	0.00935	0.010171	0.010664	0.011979	0.009185	0.00146	0.009678
15	0.00672	0.003926	0.00294	0.00146	0.000639	-0.000347	-0.001827	0.00146	0.001296	0.001954	0.002282	-0.000512	-0.001498	0.002611	0.00146	0.00031	-0.00347	0.001296	-0.000676	0.003104	-0.001334	0.000146	0.000474	0.001132	-0.000183	-0.000676	0.001789	0.000474	-0.000512	-1.9e-05	0.003104	0.000639	-0.00232	0.000639	-1.9e-05	-0.000512	-0.000183	0.001625	-0.000676	-0.001169	-0.001334	-0.00232	0.000474	0.001132	-0.002155	-0.0061	-0.000347	0.00031	-0.000347	-0.000512	0.00146	-0.002813	0.00031	0.001296	-0.000183	-0.000512	0.002611	-0.002155	0.000803	-0.003635	-0.00232	-0.000676	0.000146	-0.000676	0.003761	-1.9e-05	0.000474	-0.000512	0.00031	0.000146	0.00031	0.000639	0.003926	0.000639	0.004255	0.00146	0.003926	0.007542	0.002775	0.002775	0.006227	0.008528	0.00787	0.007706	0.006884	0.007377	0.007049	0.009678	0.0105	0.027429	0.00935	0.010171	0.008692	0.008528	0.009678	0.012144	0.010993	0.009514	0.002447	0.009678
16	0.006227	0.003104	0.002118	0.00294	-0.000183	-0.001498	-0.001005	0.000474	0.001789	0.000967	0.002447	0.000639	-0.001334	0.002447	0.001954	-0.001334	-0.008237	0.003268	-0.001005	0.000639	0.00146	0.001132	0.000967	0.000474	0.00031	-0.000347	-0.000183	-0.001991	-0.001827	-0.000841	-0.000347	-0.001005	-0.000676	0.001789	-0.001498	0.000967	-0.001334	0.002282	0.000967	-0.000841	0.00031	-0.001498	-0.001334	0.002118	-0.003306	-0.004621	-0.000676	0.001789	0.000803	-0.001662	0.002775	-0.000347	0.001296	-0.000347	-0.001169	-0.000841	0.003268	-0.001991	-0.000183	-0.000512	-0.000676	-0.000347	-0.000183	0.002118	0.002447	0.001132	0.001789	0.000639	0.000639	0.003104	0.001132	0.000146	0.00409	0.00146	0.001296	0.000639	0.00409	0.005734	0.004255	0.00146	-0.001498	0.007377	0.008363	0.006062	0.005898	0.008692	0.007706	0.008035	0.006556	0.029566	0.007213	0.009678	0.007049	0.009021	0.008363	0.008035	0.010664	0.008857	0.002282	0.008035
17	0.005241	0.004748	0.00294	-0.000183	0.002447	-0.002155	-0.000841	-1.9e-05	0.001789	0.001296	-0.000512	-0.002484	-0.001169	0.001625	-0.003306	-1.9e-05	-0.002813	0.001132	-0.00232	-0.000512	0.000146	0.000474	0.000639	0.000146	-0.000841	0.002611	0.001296	-0.001498	-0.002155	0.000146	-0.000841	-1.9e-05	0.000639	0.00031	-0.000347	-0.000183	-0.000183	0.001954	0.00031	0.001132	-0.000841	-0.001662	-0.00232	0.00031	-0.000512	-0.006922	-0.000676	-0.000347	-0.002155	-0.000841	0.000474	-0.001169	0.000146	-0.001169	-0.001169	0.001625	0.000639	-0.001498	-0.000347	0.00031	-0.000841	-0.000841	0.000146	-0.001169	0.002447	0.00294	-0.000512	-0.001334	0.000474	0.001789	-0.001005	-0.001662	0.001954	0.001625	0.001625	0.001625	0.004912	0.005734	0.003926	0.000967	-0.002813	0.00935	0.009678	0.006556	0.007706	0.008857	0.008199	0.008199	0.006884	0.027593	0.007213	0.00935	0.009021	0.009514	0.008692	0.009843	0.011815	0.010664	0.002775	0.008692
18	0.004583	0.003761	0.002282	0.001625	0.001132	-0.001334	-0.000676	0.001132	-0.000347	0.00031	0.002447	-0.000512	-0.000841	0.001625	-0.000676	-0.000676	-0.001498	0.001789	-0.000841	0.000967	0.001296	-0.001991	0.001132	-0.000841	-0.001827	0.002447	-1.9e-05	-0.001005	-0.002648	-0.001498	-0.000183	-0.00232	0.000474	0.00409	-1.9e-05	0.001789	-1.9e-05	0.000803	0.002611	0.00031	0.000146	0.000146	-0.001169	0.003268	-0.002648	-0.006264	0.00031	-0.001991	0.000803	-0.001827	0.000146	0.000639	-0.001005	-0.000676	-0.000512	-0.000347	0.003104	-0.00232	0.00146	0.00031	-0.001169	-0.002648	-0.000841	0.000967	-0.003635	0.000967	0.001296	-1.9e-05	-0.000183	0.001296	0.000803	-0.000347	0.002775	0.002282	0.00294	-0.000183	0.003104	0.008035	0.007213	0.002447	-0.001498	0.007049	0.00672	0.009021	0.006062	0.00935	0.008199	0.00787	0.007377	0.028744	0.008692	0.010336	0.009021	0.008199	0.007542	0.007706	0.0105	0.008199	0.00294	0.011815
19	0.006227	0.003268	0.002775	0.001625	0.001954	-0.001005	-0.000183	0.000967	0.002447	-0.000512	-0.000183	-0.001169	-0.001334	-0.000676	0.001625	-0.000512	-0.001662	-0.001169	-0.001498	0.000803	0.001625	-0.00232	0.000639	-0.000183	-0.000841	0.002447	-0.000841	-0.000183	-1.9e-05	0.00031	0.000146	0.001132	-0.005443	0.000474	-0.000183	0.003268	-1.9e-05	0.000967	-1.9e-05	0.00031	-0.001498	-0.001334	-0.001662	0.000639	-0.001991	-0.005114	-0.000183	0.000474	-0.000183	-0.000183	0.001296	-0.002648	-0.000347	0.001625	-0.001334	-0.000183	0.000639	-0.001334	0.001132	-0.001005	-0.001169	0.000639	0.001296	0.000639	0.000474	-0.000183	0.000146	-0.001334	0.00031	0.002447	0.002282	-0.000512	0.001296	0.002447	0.00146	0.000146	0.004255	0.005898	0.004912	0.001625	0.000146	0.006556	0.007377	0.007377	0.005734	0.007377	0.008528	0.009021	0.007706	0.026771	0.010171	0.010007	0.009021	0.010007	0.007706	0.007542	0.013294	0.00935	0.002775	0.008692
20	0.00409	0.005241	0.001789	0.001789	0.001625	-0.001169	-0.000183	0.001789	0.000474	-1.9e-05	0.000967	-0.000841	-0.000183	0.001954	0.001789	-1.9e-05	-0.001334	0.002775	-0.000676	0.000803	-0.000347	0.000146	-0.000676	-0.001498	-0.001334	0.001132	-0.002155	-0.002484	-0.001498	-0.000676	-0.000841	-0.001991	-0.002155	0.000967	0.000146	0.001296	0.001296	0.00031	-0.000512	-0.000676	-0.001005	-0.000183	-0.001005	0.00146	-0.001662	-0.005114	-1.9e-05	-0.001169	-0.001005	-0.001827	0.000803	-1.9e-05	-0.000183	-0.001827	-0.000676	-0.000676	0.001132	-0.000841	0.00031	0.00031	-0.001498	-1.9e-05	0.001296	0.001625	0.000967	0.002611	0.001132	0.000474	-0.001334	-1.9e-05	0.002447	0.000474	0.001296	-0.000183	0.001296	-0.000512	0.003597	0.00672	0.005076	0.002775	-0.000183	0.006556	0.007542	0.007213	0.005405	0.009514	0.008035	0.008035	0.007377	0.026936	0.008692	0.009021	0.009021	0.008035	0.008199	0.007377	0.012637	0.009021	0.005898	0.010007
21	0.004583	0.004419	0.002118	0.000967	0.001296	-0.001334	0.000967	-1.9e-05	0.001625	-0.000183	0.001132	0.000146	-0.002648	0.001954	0.001296	-0.000676	-0.001827	0.000803	-0.001991	0.000146	-0.001827	-0.000512	0.001954	-0.000183	0.000639	-0.001827	0.00031	0.000639	-0.000676	-0.000183	-0.000512	-0.002648	-0.002155	0.002118	0.000474	0.00031	0.000146	0.001296	-0.001005	0.00031	-0.000183	-0.002484	0.000803	-0.000347	-0.005114	-0.006429	0.001132	0.001625	0.000967	-0.003635	0.000474	-0.001169	-0.001169	0.000967	0.000639	-0.001334	0.002447	-0.001169	0.00031	0.000474	-0.001005	0.000474	0.000967	0.000474	0.003761	0.000803	0.002775	-0.001005	-0.000183	0.001954	-0.000676	0.001789	0.001625	0.001954	0.00146	0.002118	0.002447	0.006556	0.005076	0.002447	0.000146	0.008199	0.006884	0.003926	0.007049	0.008199	0.009185	0.00935	0.00935	0.028086	0.012308	0.010007	0.00935	0.011322	0.007213	0.0105	0.012472	0.010007	0.004255	0.008363
